Sr. No,District Name,Market Name,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
473,Nashik,Devala,Bajra,1580,1798,1650,02092016
474,Nashik,Devala,Bajra,1676,1840,1740,31082016
475,Nashik,Devala,Bajra,1380,1792,1700,30082016
476,Nashik,Devala,Bajra,1502,1760,1675,29082016
477,Nashik,Devala,Bajra,1500,1725,1620,26082016
478,Nashik,Devala,Bajra,1526,1901,1725,24082016
479,Nashik,Devala,Bajra,1511,1881,1675,23082016
480,Nashik,Devala,Bajra,1511,1900,1732,22082016
481,Nashik,Devala,Bajra,1616,1932,1855,19082016
482,Nashik,Devala,Bajra,1515,1876,1775,16082016
483,Nashik,Devala,Bajra,1621,1870,1750,12082016
484,Nashik,Devala,Bajra,1600,1940,1784,11082016
485,Nashik,Devala,Bajra,1500,1801,1700,08072016
486,Nashik,Devala,Bajra,1602,1941,1791,07072016
487,Nashik,Devala,Bajra,1652,1975,1752,05072016
488,Nashik,Devala,Bajra,1553,1900,1805,01072016
489,Nashik,Devala,Bajra,1700,1901,1851,30062016
490,Nashik,Devala,Bajra,1500,1818,1721,29062016
491,Nashik,Devala,Bajra,1490,1900,1700,28062016
492,Nashik,Devala,Bajra,1546,1916,1874,27062016
493,Nashik,Devala,Bajra,1600,1821,1616,24062016
494,Nashik,Devala,Bajra,1569,1815,1705,23062016
495,Nashik,Devala,Bajra,1756,1999,1874,22062016
496,Nashik,Devala,Bajra,1800,2030,2020,21062016
497,Nashik,Devala,Bajra,1936,1936,1936,20062016
498,Nashik,Devala,Bajra,1740,1740,1740,17062016
499,Nashik,Devala,Bajra,1546,1915,1794,16062016
500,Nashik,Devala,Bajra,1486,1791,1590,15062016
501,Nashik,Devala,Bajra,1616,1952,1767,14062016
502,Nashik,Devala,Bajra,1661,1925,1808,13062016
503,Nashik,Devala,Bajra,1525,1878,1600,10062016
504,Nashik,Devala,Bajra,1500,1930,1800,09062016
505,Nashik,Devala,Bajra,1776,1801,1790,08062016
506,Nashik,Devala,Bajra,1441,1761,1712,07062016
507,Nashik,Devala,Bajra,1451,1775,1600,06062016
508,Nashik,Devala,Bajra,1409,1667,1667,03062016
509,Nashik,Devala,Bajra,1425,1765,1661,02062016
510,Nashik,Devala,Bajra,1300,1808,1600,01062016
511,Nashik,Devala,Bajra,1481,1900,1663,31052016
512,Nashik,Devala,Bajra,1650,1760,1750,30052016
513,Nashik,Devala,Bajra,1500,1895,1850,27052016
514,Nashik,Devala,Bajra,1500,1844,1522,26052016
515,Nashik,Devala,Bajra,1546,1931,1711,25052016
516,Nashik,Devala,Bajra,1696,1766,1761,24052016
517,Nashik,Devala,Bajra,1290,1986,1735,23052016
518,Nashik,Devala,Bajra,1600,1846,1741,20052016
519,Nashik,Devala,Bajra,1660,1981,1719,19052016
520,Nashik,Devala,Bajra,1546,1855,1644,18052016
521,Nashik,Devala,Bajra,1473,1845,1636,17052016
522,Nashik,Devala,Bajra,1665,1915,1722,16052016
523,Nashik,Devala,Bajra,1451,1740,1653,13052016
524,Nashik,Devala,Bajra,1449,1841,1626,12052016
525,Nashik,Devala,Bajra,1450,1900,1695,11052016
526,Nashik,Devala,Bajra,1500,1939,1776,05052016
527,Nashik,Devala,Bajra,1680,1900,1780,04052016
528,Nashik,Devala,Bajra,1700,1900,1811,02052016
529,Nashik,Devala,Bajra,1660,1828,1751,29042016
530,Nashik,Devala,Bajra,1603,1805,1748,28042016
531,Nashik,Devala,Bajra,1405,1940,1871,27042016
532,Nashik,Devala,Bajra,1720,2005,1950,26042016
533,Nashik,Devala,Bajra,1890,2090,1995,25042016
534,Nashik,Devala,Bajra,1415,2016,1870,22042016
535,Nashik,Devala,Bajra,1599,1981,1922,21042016
536,Nashik,Devala,Bajra,1700,1900,1785,18042016
537,Nashik,Devala,Bajra,1455,1820,1725,13042016
538,Nashik,Devala,Bajra,1526,2051,1801,12042016
539,Nashik,Devala,Bajra,1500,2040,1800,11042016
540,Nashik,Devala,Bajra,1681,2000,1877,06042016
541,Nashik,Devala,Bajra,1677,2005,2005,05042016
542,Nashik,Devala,Bajra,1600,1737,1737,22032016
543,Nashik,Devala,Bajra,1401,1956,1776,21032016
544,Nashik,Devala,Bajra,1405,1717,1500,18032016
545,Nashik,Devala,Bajra,1560,1741,1630,17032016
546,Nashik,Devala,Bajra,1521,1700,1623,15032016
547,Nashik,Devala,Bajra,1307,1590,1590,14032016
548,Nashik,Devala,Bajra,1366,1521,1521,11032016
549,Nashik,Devala,Bajra,1404,1925,1599,10032016
550,Nashik,Devala,Bajra,1541,1541,1541,04032016
551,Nashik,Devala,Bajra,1421,1627,1545,03032016
552,Nashik,Devala,Bajra,1367,1840,1657,02032016
553,Nashik,Devala,Bajra,1291,1590,1556,01032016
554,Nashik,Devala,Bajra,1440,1537,1521,29022016
555,Nashik,Devala,Bajra,1370,1641,1630,26022016
556,Nashik,Devala,Bajra,1360,1550,1521,25022016
557,Nashik,Devala,Bajra,1495,1567,1523,24022016
558,Nashik,Devala,Bajra,1293,1562,1475,23022016
559,Nashik,Devala,Bajra,1310,1540,1480,22022016
560,Nashik,Devala,Bajra,1331,1591,1410,18022016
561,Nashik,Devala,Bajra,1331,1711,1415,17022016
562,Nashik,Devala,Bajra,1333,1651,1515,16022016
563,Nashik,Devala,Bajra,1400,1655,1605,15022016
564,Nashik,Devala,Bajra,1391,1718,1560,12022016
565,Nashik,Devala,Bajra,1365,1602,1521,11022016
566,Nashik,Devala,Bajra,1425,1620,1510,10022016
567,Nashik,Devala,Bajra,1340,1549,1521,09022016
568,Nashik,Devala,Bajra,1280,1480,1440,05022016
569,Nashik,Devala,Bajra,1416,1540,1540,04022016
570,Nashik,Devala,Bajra,1395,1590,1471,03022016
571,Nashik,Devala,Bajra,1316,1600,1415,02022016
572,Nashik,Devala,Bajra,1625,1625,1625,01022016
573,Nashik,Devala,Bajra,1321,1621,1541,29012016
574,Nashik,Devala,Bajra,1399,1672,1435,28012016
575,Nashik,Devala,Bajra,1375,1375,1375,27012016
576,Nashik,Devala,Bajra,1396,1716,1611,25012016
577,Nashik,Devala,Bajra,1440,1751,1500,22012016
578,Nashik,Devala,Bajra,1352,1520,1495,21012016
579,Nashik,Devala,Bajra,1350,1846,1471,20012016
580,Nashik,Devala,Bajra,1300,1525,1450,18012016
581,Nashik,Devala,Bajra,1400,1581,1566,14012016
582,Nashik,Devala,Bajra,1313,1858,1490,13012016
583,Nashik,Devala,Bajra,1290,1945,1450,12012016
584,Nashik,Devala,Bajra,1424,1712,1500,11012016
585,Nashik,Devala,Bajra,1369,1659,1500,08012016
586,Nashik,Devala,Bajra,1322,1477,1405,07012016
587,Nashik,Devala,Bajra,1291,1611,1432,06012016
588,Nashik,Devala,Bajra,1290,1475,1426,05012016
589,Nashik,Devala,Bajra,1314,1678,1491,04012016
590,Nashik,Devala,Bajra,1371,1616,1450,01012016
591,Nashik,Devala,Bajra,1475,1491,1475,31122015
592,Nashik,Devala,Bajra,1308,1518,1430,30122015
593,Nashik,Devala,Bajra,1300,1550,1425,29122015
594,Nashik,Devala,Bajra,1301,1745,1500,28122015
595,Nashik,Devala,Bajra,1436,1539,1539,23122015
596,Nashik,Devala,Bajra,1315,1495,1430,22122015
597,Nashik,Devala,Bajra,1329,1515,1350,21122015
598,Nashik,Devala,Bajra,1300,1615,1555,18122015
599,Nashik,Devala,Bajra,1333,1440,1400,17122015
600,Nashik,Devala,Bajra,1326,1515,1400,16122015
601,Nashik,Devala,Bajra,1316,1387,1353,15122015
602,Nashik,Devala,Bajra,1325,1360,1350,14122015
603,Nashik,Devala,Bajra,1440,1565,1450,10122015
604,Nashik,Devala,Bajra,1525,1525,1525,09122015
605,Nashik,Devala,Bajra,1322,1541,1452,08122015
606,Nashik,Devala,Bajra,1396,1570,1485,07122015
607,Nashik,Devala,Bajra,1470,1470,1470,04122015
608,Nashik,Devala,Bajra,1387,1566,1500,03122015
609,Nashik,Devala,Bajra,1385,1470,1470,02122015
610,Nashik,Devala,Bajra,1375,1441,1399,01122015
611,Nashik,Devala,Bajra,1340,1491,1475,30112015
612,Nashik,Devala,Bajra,1366,1751,1550,27112015
613,Nashik,Devala,Bajra,1375,1652,1486,26112015
614,Nashik,Devala,Bajra,1331,1530,1475,24112015
615,Nashik,Devala,Bajra,1361,1671,1400,23112015
616,Nashik,Devala,Bajra,1339,1591,1431,20112015
617,Nashik,Devala,Bajra,1315,1616,1500,19112015
618,Nashik,Devala,Bajra,1335,1496,1401,18112015
619,Nashik,Devala,Bajra,1305,1687,1500,17112015
620,Nashik,Devala,Bajra,1381,1555,1480,06112015
621,Nashik,Devala,Bajra,1355,1687,1501,05112015
622,Nashik,Devala,Bajra,1341,1441,1400,04112015
623,Nashik,Devala,Bajra,1335,1450,1400,03112015
624,Nashik,Devala,Bajra,1332,1400,1380,02112015
625,Nashik,Devala,Bajra,1299,1590,1451,30102015
626,Nashik,Devala,Bajra,1325,1391,1380,29102015
627,Nashik,Devala,Bajra,1340,1501,1400,28102015
628,Nashik,Devala,Bajra,1290,1492,1326,27102015
629,Nashik,Devala,Bajra,1326,1491,1382,26102015
630,Nashik,Devala,Bajra,1290,1488,1345,23102015
631,Nashik,Devala,Bajra,1290,1450,1341,21102015
632,Nashik,Devala,Bajra,1300,1450,1401,20102015
633,Nashik,Devala,Bajra,1325,1490,1365,19102015
634,Nashik,Devala,Bajra,1291,1440,1400,16102015
635,Nashik,Devala,Bajra,1300,1481,1350,15102015
636,Nashik,Devala,Bajra,1351,1540,1425,14102015
637,Nashik,Devala,Bajra,1275,1431,1325,13102015
638,Nashik,Devala,Bajra,1376,1440,1414,09102015
639,Nashik,Devala,Bajra,1291,1455,1352,08102015
640,Nashik,Devala,Bajra,1299,1425,1365,07102015
641,Nashik,Devala,Bajra,1311,1363,1350,06102015
642,Nashik,Devala,Bajra,1300,1375,1350,05102015
643,Nashik,Devala,Bajra,1275,1475,1350,30092015
644,Nashik,Devala,Bajra,1300,1597,1490,29092015
645,Nashik,Devala,Bajra,1451,1632,1560,28092015
646,Nashik,Devala,Bajra,1475,1546,1532,23092015
647,Nashik,Devala,Bajra,1471,1525,1500,22092015
648,Nashik,Devala,Bajra,1324,1611,1425,21092015
649,Nashik,Devala,Bajra,1355,1528,1491,16092015
650,Nashik,Devala,Bajra,1451,1506,1491,15092015
651,Nashik,Devala,Bajra,1253,1253,1253,14092015
652,Nashik,Devala,Bajra,1543,1620,1551,10092015
653,Nashik,Devala,Bajra,1330,1665,1625,09092015
654,Nashik,Devala,Bajra,1561,1628,1576,08092015
655,Nashik,Devala,Bajra,1461,1628,1516,07092015
656,Nashik,Devala,Bajra,1414,1456,1456,04092015
657,Nashik,Devala,Bajra,1517,1517,1517,03092015
658,Nashik,Devala,Bajra,1399,1561,1461,02092015
659,Nashik,Devala,Bajra,1366,1640,1570,31082015
660,Nashik,Devala,Bajra,1551,1551,1551,28082015
661,Nashik,Devala,Bajra,1455,1540,1540,27082015
662,Nashik,Devala,Bajra,1476,1476,1476,24082015
663,Nashik,Devala,Bajra,1481,1481,1481,21082015
664,Nashik,Devala,Bajra,1290,1626,1455,20082015
665,Nashik,Devala,Bajra,1311,1453,1422,19082015
666,Nashik,Devala,Bajra,1451,1451,1451,13082015
667,Nashik,Devala,Bajra,1378,1481,1451,12082015
668,Nashik,Devala,Bajra,1311,1440,1375,11082015
669,Nashik,Devala,Bajra,1391,1466,1445,10082015
670,Nashik,Devala,Bajra,1285,1456,1400,07082015
671,Nashik,Devala,Bajra,1461,1515,1515,05082015
672,Nashik,Devala,Bajra,1301,1471,1381,04082015
673,Nashik,Devala,Bajra,1274,1375,1282,03082015
674,Nashik,Devala,Bajra,1370,1416,1405,31072015
675,Nashik,Devala,Bajra,1419,1506,1439,29072015
676,Nashik,Devala,Bajra,1405,1405,1405,28072015
677,Nashik,Devala,Bajra,1281,1385,1385,24072015
678,Nashik,Devala,Bajra,1361,1441,1415,23072015
679,Nashik,Devala,Bajra,1274,1340,1320,22072015
680,Nashik,Devala,Bajra,1280,1435,1378,21072015
681,Nashik,Devala,Bajra,1280,1423,1370,20072015
682,Nashik,Devala,Bajra,1272,1503,1465,17072015
683,Nashik,Devala,Bajra,1290,1446,1446,15072015
684,Nashik,Devala,Bajra,1299,1402,1380,14072015
685,Nashik,Devala,Bajra,1276,1445,1313,13072015
686,Nashik,Devala,Bajra,1380,1601,1415,10072015
687,Nashik,Devala,Bajra,1291,1430,1401,09072015
688,Nashik,Devala,Bajra,1292,1423,1319,07072015
689,Nashik,Devala,Bajra,1274,1370,1312,06072015
690,Nashik,Devala,Bajra,1285,1350,1314,03072015
691,Nashik,Devala,Bajra,1265,1324,1291,02072015
692,Nashik,Devala,Bajra,1326,1386,1373,01072015
693,Nashik,Devala,Bajra,1331,1380,1370,30062015
694,Nashik,Devala,Bajra,1281,1298,1298,26062015
695,Nashik,Devala,Bajra,1298,1373,1300,25062015
696,Nashik,Devala,Bajra,1281,1305,1285,23062015
697,Nashik,Devala,Bajra,1251,1475,1389,22062015
698,Nashik,Devala,Bajra,1250,1360,1300,19062015
699,Nashik,Devala,Bajra,1252,1376,1376,18062015
700,Nashik,Devala,Bajra,1250,1270,1270,17062015
701,Nashik,Devala,Bajra,1252,1340,1291,15062015
702,Nashik,Devala,Bajra,1258,1360,1276,12062015
703,Nashik,Devala,Bajra,1251,1251,1251,11062015
704,Nashik,Devala,Bajra,1256,1390,1350,10062015
705,Nashik,Devala,Bajra,1250,1316,1280,09062015
706,Nashik,Devala,Bajra,1250,1430,1300,08062015
707,Nashik,Devala,Bajra,1250,1366,1366,05062015
708,Nashik,Devala,Bajra,1251,1290,1276,04062015
709,Nashik,Devala,Bajra,1256,1475,1340,03062015
710,Nashik,Devala,Bajra,1266,1500,1310,02062015
711,Nashik,Devala,Bajra,1251,1307,1281,01062015
712,Nashik,Devala,Bajra,1250,1326,1300,28052015
713,Nashik,Devala,Bajra,1250,1326,1300,27052015
714,Nashik,Devala,Bajra,1250,1311,1300,25052015
715,Nashik,Devala,Bajra,1256,1380,1300,22052015
716,Nashik,Devala,Bajra,1251,1281,1281,21052015
717,Nashik,Devala,Bajra,1251,1398,1300,20052015
718,Nashik,Devala,Bajra,1276,1351,1291,15052015
719,Nashik,Devala,Bajra,1251,1325,1261,12052015
720,Nashik,Devala,Bajra,1261,1455,1430,08052015
721,Nashik,Devala,Bajra,1302,1365,1324,06052015
722,Nashik,Devala,Bajra,1251,1281,1260,05052015
723,Nashik,Devala,Bajra,1251,1340,1300,30042015
724,Nashik,Devala,Bajra,1251,1351,1300,29042015
725,Nashik,Devala,Bajra,1251,1333,1300,27042015
726,Nashik,Devala,Bajra,1251,1335,1335,24042015
727,Nashik,Devala,Bajra,1250,1400,1275,23042015
728,Nashik,Devala,Bajra,1271,1430,1371,17042015
729,Nashik,Devala,Bajra,1260,1421,1300,16042015
730,Nashik,Devala,Bajra,1250,1362,1300,15042015
731,Nashik,Devala,Bajra,1251,1400,1334,10042015
732,Nashik,Devala,Bajra,1251,1313,1251,09042015
733,Nashik,Devala,Bajra,1251,1441,1300,07042015
734,Nashik,Devala,Bajra,1251,1575,1300,06042015
735,Nashik,Devala,Bajra,1251,1340,1300,25032015
736,Nashik,Devala,Bajra,1251,1381,1311,24032015
737,Nashik,Devala,Bajra,1275,1475,1400,23032015
738,Nashik,Devala,Bajra,1251,1414,1320,19032015
739,Nashik,Devala,Bajra,1251,1400,1350,18032015
740,Nashik,Devala,Bajra,1251,1370,1300,13032015
741,Nashik,Devala,Bajra,1291,1386,1305,12032015
742,Nashik,Devala,Bajra,1251,1505,1350,11032015
743,Nashik,Devala,Bajra,1251,1601,1350,10032015
744,Nashik,Devala,Bajra,1251,1339,1300,09032015
745,Nashik,Devala,Bajra,1299,1352,1336,03032015
746,Nashik,Devala,Bajra,1251,1525,1300,02032015
747,Nashik,Devala,Bajra,1250,1396,1396,27022015
748,Nashik,Devala,Bajra,1255,1397,1276,26022015
749,Nashik,Devala,Bajra,1250,1355,1300,25022015
750,Nashik,Devala,Bajra,1252,1477,1325,16022015
751,Nashik,Devala,Bajra,1250,1354,1250,11022015
752,Nashik,Devala,Bajra,1250,1347,1300,10022015
753,Nashik,Devala,Bajra,1259,1385,1301,09022015
754,Nashik,Devala,Bajra,1252,1360,1300,06022015
755,Nashik,Devala,Bajra,1250,1426,1325,05022015
756,Nashik,Devala,Bajra,1250,1280,1260,04022015
757,Nashik,Devala,Bajra,1251,1375,1271,03022015
758,Nashik,Devala,Bajra,1260,1400,1301,02022015
759,Nashik,Devala,Bajra,1250,1431,1270,30012015
760,Nashik,Devala,Bajra,1250,1506,1400,28012015
761,Nashik,Devala,Bajra,1266,1565,1421,27012015
762,Nashik,Devala,Bajra,1251,1465,1350,23012015
763,Nashik,Devala,Bajra,1280,1506,1500,22012015
764,Nashik,Devala,Bajra,1250,1525,1400,20012015
765,Nashik,Devala,Bajra,1260,1600,1370,19012015
766,Nashik,Devala,Bajra,1251,1541,1365,14012015
767,Nashik,Devala,Bajra,1251,1541,1365,14012015
768,Nashik,Devala,Bajra,1341,1507,1391,13012015
769,Nashik,Devala,Bajra,1341,1507,1391,13012015
770,Nashik,Devala,Bajra,1251,1646,1275,12012015
771,Nashik,Devala,Bajra,1251,1646,1275,12012015
772,Nashik,Devala,Bajra,1275,1405,1300,09012015
773,Nashik,Devala,Bajra,1251,1551,1300,08012015
774,Nashik,Devala,Bajra,1375,1510,1375,06012015
775,Nashik,Devala,Bajra,1276,1465,1380,05012015
776,Nashik,Devala,Bajra,1440,1500,1440,02012015
777,Nashik,Devala,Bajra,1250,1351,1251,01012015
778,Nashik,Devala,Bajra,1250,1450,1391,29122014
779,Nashik,Devala,Bajra,1251,1455,1350,26122014
780,Nashik,Devala,Bajra,1366,1366,1366,24122014
781,Nashik,Devala,Bajra,1300,1390,1300,23122014
782,Nashik,Devala,Bajra,1324,1324,1324,22122014
783,Nashik,Devala,Bajra,1276,1305,1292,17122014
784,Nashik,Devala,Bajra,1281,1475,1300,11122014
785,Nashik,Devala,Bajra,1271,1401,1340,10122014
786,Nashik,Devala,Bajra,1271,1395,1285,09122014
787,Nashik,Devala,Bajra,1250,1440,1425,08122014
788,Nashik,Devala,Bajra,1250,1382,1352,05122014
789,Nashik,Devala,Bajra,1250,1625,1350,04122014
790,Nashik,Devala,Bajra,1250,1400,1309,03122014
791,Nashik,Devala,Bajra,1281,1505,1361,02122014
792,Nashik,Devala,Bajra,1250,1370,1250,01122014
793,Nashik,Devala,Bajra,1280,1378,1350,28112014
794,Nashik,Devala,Bajra,1252,1526,1465,27112014
795,Nashik,Devala,Bajra,1260,1441,1312,25112014
796,Nashik,Devala,Bajra,1266,1328,1328,24112014
797,Nashik,Devala,Bajra,1252,1526,1365,21112014
798,Nashik,Devala,Bajra,1264,1446,1271,19112014
799,Nashik,Devala,Bajra,1250,1451,1440,18112014
800,Nashik,Devala,Bajra,1250,1425,1351,17112014
801,Nashik,Devala,Bajra,1250,1385,1300,14112014
802,Nashik,Devala,Bajra,1250,1434,1350,13112014
803,Nashik,Devala,Bajra,1260,1435,1321,12112014
804,Nashik,Devala,Bajra,1250,1524,1391,11112014
805,Nashik,Devala,Bajra,1250,1500,1317,10112014
806,Nashik,Devala,Bajra,1261,1516,1330,07112014
807,Nashik,Devala,Bajra,1270,1512,1400,05112014
808,Nashik,Devala,Bajra,1250,1561,1351,03112014
809,Nashik,Devala,Bajra,1365,1550,1435,31102014
810,Nashik,Devala,Bajra,1300,1595,1500,30102014
811,Nashik,Devala,Bajra,1250,1581,1450,29102014
812,Nashik,Devala,Bajra,1265,1556,1480,17102014
813,Nashik,Devala,Bajra,1260,1481,1325,16102014
814,Nashik,Devala,Bajra,1300,1490,1375,13102014
815,Nashik,Devala,Bajra,1311,1361,1341,10102014
816,Nashik,Devala,Bajra,1275,1541,1320,09102014
817,Nashik,Devala,Bajra,1280,1505,1305,08102014
818,Nashik,Devala,Bajra,1261,1321,1281,07102014
819,Nashik,Devala,Bajra,1250,1481,1320,01102014
820,Nashik,Devala,Bajra,1301,1476,1431,30092014
821,Nashik,Devala,Bajra,1251,1481,1361,29092014
822,Nashik,Devala,Bajra,1250,1451,1350,26092014
823,Nashik,Devala,Bajra,1250,1520,1341,23092014
824,Nashik,Devala,Bajra,1250,1540,1411,22092014
825,Nashik,Devala,Bajra,1250,1552,1351,19092014
826,Nashik,Devala,Bajra,1291,1550,1450,18092014
827,Nashik,Devala,Bajra,1250,1405,1380,17092014
828,Nashik,Devala,Bajra,1301,1568,1500,16092014
829,Nashik,Devala,Bajra,1262,1600,1450,15092014
830,Nashik,Devala,Bajra,1280,1655,1520,12092014
831,Nashik,Devala,Bajra,1321,1621,1500,11092014
832,Nashik,Devala,Bajra,1320,1516,1500,10092014
833,Nashik,Devala,Bajra,1360,1568,1490,09092014
834,Nashik,Devala,Bajra,1294,1590,1496,04092014
835,Nashik,Devala,Bajra,1451,1611,1541,03092014
836,Nashik,Devala,Bajra,1335,1691,1514,02092014
837,Nashik,Devala,Bajra,1455,1591,1560,01092014
838,Nashik,Devala,Bajra,1581,1695,1695,28082014
839,Nashik,Devala,Bajra,1325,1585,1495,27082014
840,Nashik,Devala,Bajra,1355,1616,1501,26082014
841,Nashik,Devala,Bajra,1311,1580,1515,22082014
842,Nashik,Devala,Bajra,1577,1633,1599,21082014
843,Nashik,Devala,Bajra,1510,1575,1575,20082014
844,Nashik,Devala,Bajra,1450,1650,1475,19082014
845,Nashik,Devala,Bajra,1504,1680,1572,13082014
846,Nashik,Devala,Bajra,1675,1675,1675,12082014
847,Nashik,Devala,Bajra,1651,1651,1651,11082014
848,Nashik,Devala,Bajra,1301,1699,1350,08082014
849,Nashik,Devala,Bajra,1421,1470,1470,07082014
850,Nashik,Devala,Bajra,1541,1760,1595,05082014
851,Nashik,Devala,Bajra,1265,1325,1325,04082014
852,Nashik,Devala,Bajra,1681,1681,1681,01082014
853,Nashik,Devala,Bajra,1414,1505,1505,28072014
854,Nashik,Devala,Bajra,1450,1671,1566,25072014
855,Nashik,Devala,Bajra,1460,1500,1500,18072014
856,Nashik,Devala,Bajra,1326,1605,1499,17072014
857,Nashik,Devala,Bajra,1375,1827,1610,16072014
858,Nashik,Devala,Bajra,1636,1636,1636,15072014
859,Nashik,Devala,Bajra,1622,1622,1622,14072014
860,Nashik,Devala,Bajra,1392,1392,1392,08072014
861,Nashik,Devala,Bajra,1600,1770,1770,07072014
862,Nashik,Devala,Bajra,1250,1625,1625,03072014
863,Nashik,Devala,Bajra,1250,1600,1600,01072014
864,Nashik,Devala,Bajra,1460,1600,1545,30062014
865,Nashik,Devala,Bajra,1420,1570,1495,25062014
866,Nashik,Devala,Bajra,1383,1490,1425,24062014
867,Nashik,Devala,Bajra,1510,1530,1530,23062014
868,Nashik,Devala,Bajra,1485,1525,1490,20062014
869,Nashik,Devala,Bajra,1495,1540,1530,19062014
870,Nashik,Devala,Bajra,1262,1480,1351,13062014
871,Nashik,Devala,Bajra,1480,1609,1605,11062014
872,Nashik,Devala,Bajra,1480,1609,1605,10062014
873,Nashik,Devala,Bajra,1380,1625,1566,09062014
874,Nashik,Devala,Bajra,1326,1525,1501,05062014
875,Nashik,Devala,Bajra,1330,1531,1475,03062014
876,Nashik,Devala,Bajra,1300,1526,1461,02062014
877,Nashik,Devala,Bajra,1355,1581,1500,30052014
878,Nashik,Devala,Bajra,1307,1595,1541,29052014
879,Nashik,Devala,Bajra,1412,1671,1560,27052014
880,Nashik,Devala,Bajra,1252,1575,1512,26052014
881,Nashik,Devala,Bajra,1286,1525,1436,23052014
882,Nashik,Devala,Bajra,1250,1633,1565,22052014
883,Nashik,Devala,Bajra,1322,1600,1500,21052014
884,Nashik,Devala,Bajra,1371,1621,1570,20052014
885,Nashik,Devala,Bajra,1400,1586,1525,19052014
886,Nashik,Devala,Bajra,1400,1595,1525,16052014
887,Nashik,Devala,Bajra,1475,1765,1630,15052014
888,Nashik,Devala,Bajra,1400,1622,1551,13052014
889,Nashik,Devala,Bajra,1396,1742,1640,12052014
890,Nashik,Devala,Bajra,1431,1670,1641,09052014
891,Nashik,Devala,Bajra,1352,1550,1550,08052014
892,Nashik,Devala,Bajra,1521,1631,1631,07052014
893,Nashik,Devala,Bajra,1305,1761,1600,06052014
894,Nashik,Devala,Bajra,1271,1621,1545,05052014
895,Nashik,Devala,Bajra,1305,1655,1566,30042014
896,Nashik,Devala,Bajra,1491,1696,1600,25042014
897,Nashik,Devala,Bajra,1524,1710,1590,23042014
898,Nashik,Devala,Bajra,1370,1691,1591,22042014
899,Nashik,Devala,Bajra,1426,1714,1590,21042014
900,Nashik,Devala,Bajra,1271,1645,1535,17042014
901,Nashik,Devala,Bajra,1364,1725,1415,16042014
902,Nashik,Devala,Bajra,1345,1660,1550,15042014
903,Nashik,Devala,Bajra,1250,1625,1436,11042014
904,Nashik,Devala,Bajra,1250,1665,1400,10042014
905,Nashik,Devala,Bajra,1294,1786,1565,07042014
906,Nashik,Devala,Bajra,1250,1900,1552,04042014
907,Nashik,Devala,Bajra,1311,1925,1552,03042014
908,Nashik,Devala,Bajra,1385,1676,1573,21032014
909,Nashik,Devala,Bajra,1400,1851,1601,20032014
910,Nashik,Devala,Bajra,1500,1800,1645,19032014
911,Nashik,Devala,Bajra,1251,1900,1381,18032014
912,Nashik,Devala,Bajra,1300,1541,1465,13032014
913,Nashik,Devala,Bajra,1340,1442,1425,12032014
914,Nashik,Devala,Bajra,1275,1551,1391,11032014
915,Nashik,Devala,Bajra,1345,1600,1491,07032014
916,Nashik,Devala,Bajra,1355,1400,1400,06032014
917,Nashik,Devala,Bajra,1485,1650,1616,04032014
918,Nashik,Devala,Bajra,1300,1605,1531,03032014
919,Nashik,Devala,Bajra,1321,1620,1505,28022014
920,Nashik,Devala,Bajra,1416,1551,1452,26022014
921,Nashik,Devala,Bajra,1353,1572,1510,25022014
922,Nashik,Devala,Bajra,1376,1585,1451,24022014
923,Nashik,Devala,Bajra,1431,1655,1451,21022014
924,Nashik,Devala,Bajra,1374,1546,1430,20022014
925,Nashik,Devala,Bajra,1335,1645,1481,17022014
926,Nashik,Devala,Bajra,1300,1565,1420,14022014
927,Nashik,Devala,Bajra,1311,1619,1500,13022014
928,Nashik,Devala,Bajra,1360,1851,1500,12022014
929,Nashik,Devala,Bajra,1340,1581,1400,10022014
930,Nashik,Devala,Bajra,1250,1612,1300,07022014
931,Nashik,Devala,Bajra,1255,1627,1400,06022014
932,Nashik,Devala,Bajra,1250,1440,1300,05022014
933,Nashik,Devala,Bajra,1295,1445,1300,04022014
934,Nashik,Devala,Bajra,1250,1565,1555,03022014
935,Nashik,Devala,Bajra,1300,1615,1400,31012014
936,Nashik,Devala,Bajra,1476,1641,1500,28012014
937,Nashik,Devala,Bajra,1275,1512,1442,27012014
